age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__role,__pair_id,__class,__orig_row
39.0, State-gov,55568.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18282
46.0, Private,190115.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States, >50K,pos,388,minority,16320
59.0, Private,279636.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,50.0, Guatemala, <=50K,neg,-1,majority,28901
17.0, Private,263746.0, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,24.0, United-States, <=50K,neg,-1,majority,3528
33.0, Private,213887.0, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7111
60.0, ?,163946.0, 9th,5.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20915
28.0, Private,395022.0, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,15407
32.0, Private,173730.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K,anchor,14,minority,9453
42.0, ?,184018.0, Some-college,10.0, Divorced, ?, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1134
66.0, ?,357750.0, 11th,7.0, Widowed, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,31577
57.0, Local-gov,130532.0, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,15461
70.0, ?,149040.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,2964.0,0.0,12.0, United-States, <=50K,neg,-1,majority,23980
51.0, Private,137253.0, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, >50K,anchor,37,minority,18455
45.0, Local-gov,215862.0, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,45.0, United-States, >50K,pos,257,minority,10799
53.0, Private,320510.0, 10th,6.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,6280
33.0, Private,70447.0, HS-grad,9.0, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12129
55.0, ?,170994.0, HS-grad,9.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,23744
75.0, Self-emp-not-inc,205860.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,1735.0,40.0, United-States, <=50K,neg,-1,majority,11321
43.0, Private,184378.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1662
41.0, Private,394669.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,1741.0,40.0, United-States, <=50K,neg,-1,majority,26167
21.0, Private,254904.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,11411
48.0, State-gov,99086.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,8281
48.0, Self-emp-inc,192945.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K,anchor,58,minority,1460
20.0, Private,231231.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,17175
36.0, Local-gov,197495.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21093
35.0, Private,23621.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,70.0, United-States, <=50K,neg,-1,majority,2127
59.0, Local-gov,171328.0, 10th,6.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,252
40.0, Private,205987.0, Prof-school,15.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, Cuba, <=50K,neg,-1,majority,12541
18.0, ?,216508.0, HS-grad,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,14441
65.0, ?,299494.0, 11th,7.0, Married-civ-spouse, ?, Husband, White, Male,1797.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12908
41.0, Private,185267.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,16737
43.0, Local-gov,188280.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,914.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30832
47.0, Private,254367.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,311,minority,9029
47.0, Private,181342.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,29530
17.0, Private,138293.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K,neg,-1,majority,18652
58.0, Self-emp-not-inc,165315.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,35.0, United-States, >50K,pos,204,minority,18203
64.0, Private,210082.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30747
66.0, Private,284021.0, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,6592
58.0, Private,150560.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,14084.0,0.0,40.0, United-States, >50K,pos,57,minority,9877
46.0, Private,155489.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,58.0, United-States, >50K,anchor,144,minority,1516
43.0, Self-emp-not-inc,47261.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,9586
24.0, Private,241951.0, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,411
50.0, Private,398625.0, 11th,7.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14823
38.0, Federal-gov,325538.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,pos,168,minority,31333
33.0, Private,171215.0, Masters,14.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19656
19.0, Private,84747.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,24.0, United-States, <=50K,neg,-1,majority,10536
38.0, Private,238721.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,10084
68.0, Private,193666.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051.0,0.0,55.0, United-States, >50K,anchor,23,minority,9126
44.0, Private,230478.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,373,minority,13427
24.0, Private,194748.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,49.0, United-States, <=50K,neg,-1,majority,6517
32.0, Private,232855.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,24909
42.0, Private,310632.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K,pos,376,minority,3958
33.0, Private,65278.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,231,minority,30858
31.0, Self-emp-not-inc,312055.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K,neg,-1,majority,17371
32.0, Private,331539.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, China, >50K,pos,336,minority,14147
39.0, Private,176634.0, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,29301
19.0, Private,263338.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,28319
17.0, Private,137042.0, 10th,6.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,5203
45.0, Private,255014.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,anchor,212,minority,10199
44.0, Private,176063.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,pos,162,minority,19451
38.0, Private,187870.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,90.0, United-States, >50K,anchor,332,minority,30205
44.0, Private,245317.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,56.0, United-States, >50K,anchor,175,minority,21912
44.0, Private,109912.0, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024.0,0.0,32.0, United-States, >50K,pos,223,minority,14750
50.0, Self-emp-inc,201689.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1977.0,63.0, ?, >50K,pos,354,minority,25275
32.0, Private,34066.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,32551
52.0, Private,311931.0, 5th-6th,3.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,15.0, El-Salvador, <=50K,neg,-1,majority,28441
28.0, Self-emp-not-inc,183523.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, Hungary, <=50K,neg,-1,majority,17144
27.0, Self-emp-not-inc,365110.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,31363
45.0, Self-emp-inc,145697.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,3925
60.0, State-gov,165827.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,31732
55.0, Self-emp-not-inc,308746.0, Prof-school,15.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States, >50K,pos,193,minority,31580
20.0, Private,79691.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30568
41.0, Private,34037.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18849
48.0, Private,212954.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,anchor,377,minority,22513
18.0, Private,201613.0, 12th,8.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,16579
60.0, Local-gov,141637.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,225,minority,12354
29.0, Private,183627.0, 11th,7.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,3921
59.0, Private,67841.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,349,minority,4096
21.0, Private,301556.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,19.0, United-States, <=50K,neg,-1,majority,26183
33.0, ?,202366.0, HS-grad,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K,neg,-1,majority,27944
77.0, ?,147284.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,14.0, United-States, <=50K,neg,-1,majority,3990
57.0, Private,190997.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,415,minority,21993
44.0, Private,167955.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Poland, <=50K,neg,-1,majority,2268
49.0, Private,54260.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,475,minority,15487
58.0, State-gov,110517.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,4064.0,0.0,40.0, India, <=50K,neg,-1,majority,2558
39.0, Private,59313.0, 12th,8.0, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0.0,0.0,45.0, ?, <=50K,neg,-1,majority,14085
33.0, Private,241885.0, Some-college,10.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,29105
38.0, Private,229236.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Other, Male,0.0,0.0,40.0, Puerto-Rico, <=50K,neg,-1,majority,21748
39.0, ?,179352.0, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,2210
21.0, Private,275421.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7821
51.0, Private,103824.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, Haiti, <=50K,neg,-1,majority,9068
25.0, Private,259688.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,4186
47.0, Self-emp-not-inc,102583.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,21233
33.0, Private,99309.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,7672
42.0, Private,121718.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Germany, <=50K,neg,-1,majority,13877
55.0, Local-gov,84564.0, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,39.0, United-States, <=50K,neg,-1,majority,11308
41.0, Self-emp-not-inc,443508.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,4918
20.0, ?,111252.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,6993
41.0, State-gov,365986.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K,pos,10,minority,14427
19.0, Private,91928.0, Some-college,10.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,7639
34.0, Private,144798.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,23350
35.0, State-gov,190895.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,26814
23.0, Private,213719.0, Assoc-acdm,12.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,36.0, United-States, <=50K,neg,-1,majority,12273
50.0, Private,126566.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,22245
25.0, Self-emp-not-inc,217030.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,27560
44.0, Private,206686.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5934
65.0, Self-emp-inc,208452.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,35.0, United-States, >50K,pos,335,minority,4750
28.0, Local-gov,167536.0, Assoc-acdm,12.0, Widowed, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7856
73.0, ?,123345.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,65.0, United-States, <=50K,neg,-1,majority,29360
50.0, Private,189811.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,422,minority,11335
36.0, Private,152621.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Canada, >50K,anchor,347,minority,22332
35.0, Private,186815.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,25900
22.0, Private,175374.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,24.0, United-States, <=50K,neg,-1,majority,146
30.0, Self-emp-not-inc,347166.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12632
37.0, Local-gov,212005.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,434,minority,15082
36.0, Private,269318.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,302,minority,24722
37.0, Private,280282.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,24.0, United-States, >50K,anchor,417,minority,773
36.0, Private,66304.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,15973
39.0, Private,99270.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, Germany, >50K,pos,313,minority,12266
67.0, Private,231559.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051.0,0.0,48.0, United-States, >50K,anchor,451,minority,534
45.0, Private,161819.0, 11th,7.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,10021
28.0, Private,461929.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K,neg,-1,majority,27444
22.0, Private,81145.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,23524
28.0, Private,410351.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,18290
60.0, State-gov,358893.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,2339.0,40.0, United-States, <=50K,neg,-1,majority,7593
43.0, Private,240124.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,11018
57.0, Private,201112.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12225
39.0, Private,177075.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,13314
18.0, Private,301762.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,7717
44.0, Self-emp-not-inc,163985.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,32.0, United-States, >50K,pos,160,minority,21578
46.0, Self-emp-not-inc,233974.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,27791
54.0, Self-emp-inc,96460.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,60.0, United-States, >50K,anchor,348,minority,14000
30.0, Private,226396.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,30153
23.0, Private,239322.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1860
45.0, Private,197038.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,312,minority,18394
39.0, Self-emp-inc,206253.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14248
28.0, Private,354095.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12786
50.0, Private,421561.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,31316
37.0, Private,176014.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,17332
26.0, Self-emp-inc,66872.0, 12th,8.0, Married-civ-spouse, Sales, Husband, Other, Male,0.0,0.0,98.0, Dominican-Republic, <=50K,neg,-1,majority,27180
58.0, Private,194733.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,424,minority,19382
61.0, Private,171429.0, 11th,7.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,36.0, United-States, <=50K,neg,-1,majority,19712
38.0, Private,153066.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,390,minority,15191
40.0, Private,273425.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,pos,302,minority,9966
52.0, Self-emp-not-inc,334273.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,anchor,87,minority,564
21.0, Private,40767.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20238
37.0, ?,50862.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,28961
28.0, Private,496526.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30126
41.0, Private,104892.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,50,minority,23962
55.0, Self-emp-inc,207489.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,50.0, Germany, <=50K,neg,-1,majority,17599
32.0, Local-gov,186993.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20024
42.0, Private,98211.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,45.0, United-States, >50K,pos,370,minority,23505
29.0, Private,224421.0, Assoc-voc,11.0, Married-AF-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,44.0, United-States, >50K,anchor,167,minority,23501
50.0, Local-gov,117791.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5413
46.0, Self-emp-inc,110702.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,2036.0,0.0,60.0, United-States, <=50K,neg,-1,majority,9515
24.0, Private,59146.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12023
53.0, ?,64322.0, 7th-8th,4.0, Separated, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7763
43.0, Private,316183.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5225
41.0, Private,74182.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18117
40.0, Federal-gov,298635.0, Masters,14.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,1902.0,40.0, Philippines, >50K,anchor,297,minority,4768
50.0, Private,169925.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,15.0, United-States, <=50K,neg,-1,majority,13967
39.0, Private,46028.0, Some-college,10.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,60.0, United-States, <=50K,neg,-1,majority,7386
22.0, ?,88126.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21803
24.0, ?,390608.0, HS-grad,9.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,36.0, United-States, <=50K,neg,-1,majority,26450
18.0, Private,165532.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K,neg,-1,majority,30108
22.0, Private,230574.0, 10th,6.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,2337
30.0, Private,378723.0, Some-college,10.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,6770
55.0, Private,177484.0, 11th,7.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,1672.0,40.0, United-States, <=50K,neg,-1,majority,6541
65.0, Local-gov,254413.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7604
39.0, Private,207568.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,48.0, United-States, >50K,pos,163,minority,15985
24.0, Private,117583.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,7052
52.0, Private,38795.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,320,minority,20106
